time,sex,age,geo,isced97,day,day_flag,mth,mth_flag,week,week_flag,lt1m,lt1m_flag,nvr_occ,nvr_occ_flag,nbinge,nbinge_flag,serialid
2008,Males,Total,Bulgaria,First and second stage of tertiary education (levels 5 and 6),0.5,,1.9,,0.8,,14.1,,51.4,,31.4,,389
2008,Males,Total,Bulgaria,All ISCED 1997 levels,0.4,,4.4,,1.4,,16.7,,47.8,,29.3,,390
2008,Males,Total,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",0.2,,1.5,,1.9,,7.8,,50.2,,38.4,,391
2008,Males,Total,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,4.4,,1.5,,14.3,,39.2,,40.3,,392
2008,Males,Total,Cyprus,First and second stage of tertiary education (levels 5 and 6),0.3,,3.5,,0.5,,13.0,,33.9,,48.9,,393
2008,Males,Total,Cyprus,All ISCED 1997 levels,0.2,,3.2,,1.4,,11.6,,42.0,,41.6,,394
2008,Males,Total,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",1.1,,8.8,,10.0,,14.2,,50.2,,15.8,,395
2008,Males,Total,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4.1,,14.0,,11.4,,25.3,,29.7,,15.6,,396
2008,Males,Total,Czech Republic,First and second stage of tertiary education (levels 5 and 6),1.6,,9.2,,9.7,,32.8,,18.4,,28.3,,397
2008,Males,Total,Czech Republic,All ISCED 1997 levels,3.4,,12.6,,11.0,,24.7,,31.0,,17.2,,398
2008,Males,Total,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.7,,2.9,,1.1,,14.1,,42.8,,38.4,,399
2008,Males,Total,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,3.3,,2.1,,18.2,,31.6,,44.4,,400
2008,Males,Total,Greece,First and second stage of tertiary education (levels 5 and 6),0.3,,2.8,,1.0,,17.0,,31.2,,47.8,,401
2008,Males,Total,Greece,All ISCED 1997 levels,0.5,,3.0,,1.4,,16.2,,36.0,,42.9,,402
2008,Males,Total,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.6,,2.0,,2.7,,8.0,,48.1,,38.7,,403
2008,Males,Total,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7,,3.2,,3.2,,10.4,,42.5,,40.1,,404
2008,Males,Total,Spain,First and second stage of tertiary education (levels 5 and 6),0.4,,3.8,,2.1,,12.3,,35.9,,45.5,,405
2008,Males,Total,Spain,All ISCED 1997 levels,0.6,,2.7,,2.7,,9.5,,43.9,,40.6,,406
2008,Males,Total,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",1.0,,4.1,,5.7,,10.7,,53.5,,25.1,,407
2008,Males,Total,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,6.1,,6.1,,14.4,,45.5,,27.5,,408
2008,Males,Total,Hungary,First and second stage of tertiary education (levels 5 and 6),0.3,,6.6,,3.3,,13.9,,36.6,,39.4,,409
2008,Males,Total,Hungary,All ISCED 1997 levels,0.5,,5.8,,5.5,,13.5,,45.7,,29.0,,410
2008,Males,Total,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.8,,12.0,,8.0,,9.1,,61.0,,8.0,,411
2008,Males,Total,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.1,,14.9,,7.7,,15.2,,50.2,,10.9,,412
2008,Males,Total,Latvia,First and second stage of tertiary education (levels 5 and 6),0.4,,11.1,,5.9,,15.7,,49.8,,17.0,,413
2008,Males,Total,Latvia,All ISCED 1997 levels,1.2,,13.4,,7.5,,13.3,,53.6,,10.9,,414
2008,Males,Total,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",1.5,,3.2,,4.0,,9.9,,63.6,,17.8,,415
2008,Males,Total,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.9,,9.2,,11.6,,16.7,,43.1,,18.5,,416
2008,Males,Total,Malta,First and second stage of tertiary education (levels 5 and 6),0.4,,8.8,,9.6,,23.5,,30.7,,27.1,,417
2008,Males,Total,Malta,All ISCED 1997 levels,1.0,,7.4,,9.0,,15.8,,47.2,,19.6,,418
2008,Males,Total,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.9,,6.6,,4.6,,17.8,,57.6,,12.5,,419
2008,Males,Total,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7,,8.3,,4.1,,24.7,,46.5,,15.6,,420
2008,Males,Total,Romania,First and second stage of tertiary education (levels 5 and 6),0.2,,5.6,,1.8,,18.4,,55.1,,18.9,,421
2008,Males,Total,Romania,All ISCED 1997 levels,0.7,,7.5,,4.0,,22.0,,50.7,,15.0,,422
2008,Males,Total,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.6,,9.9,,4.7,,21.1,,45.0,,17.7,,423
2008,Males,Total,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,15.6,,4.0,,24.2,,40.7,,15.0,,424
2008,Males,Total,Slovenia,First and second stage of tertiary education (levels 5 and 6),,,13.8,,5.4,,23.3,,28.4,,29.2,,425
2008,Males,Total,Slovenia,All ISCED 1997 levels,1.0,,12.4,,4.5,,22.5,,42.1,,17.5,,426
2008,Males,Total,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.3,,6.3,,2.0,,14.3,,68.0,,9.1,,427
2008,Males,Total,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,10.0,,3.7,,27.6,,43.3,,14.8,,428
2008,Males,Total,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,8.1,,2.4,,23.2,,46.5,,19.9,,429
2008,Males,Total,Slovakia,All ISCED 1997 levels,0.4,,9.2,,3.3,,25.1,,47.0,,15.0,,430
2008,Males,From 15 to 24 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",8.1,Low reliability,6.9,Low reliability,22.7,Low reliability,15.4,Low reliability,43.9,Low reliability,3.0,Low reliability,431
2008,Males,From 15 to 24 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,Low reliability,12.0,Low reliability,26.3,Low reliability,14.9,Low reliability,38.5,Low reliability,8.2,Low reliability,432
2008,Males,From 15 to 24 years,Belgium,First and second stage of tertiary education (levels 5 and 6),,,29.4,Low reliability,16.5,Low reliability,30.8,Low reliability,10.6,Low reliability,12.6,Low reliability,433
2008,Males,From 15 to 24 years,Belgium,All ISCED 1997 levels,1.9,Low reliability,13.6,Low reliability,23.9,Low reliability,17.5,Low reliability,35.4,Low reliability,7.7,Low reliability,434
2008,Males,From 15 to 24 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.5,,0.4,,2.4,,79.8,,16.0,,435
2008,Males,From 15 to 24 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.6,,0.6,,11.3,,60.7,,24.7,,436
2008,Males,From 15 to 24 years,Bulgaria,All ISCED 1997 levels,,,2.1,,0.9,,7.0,,69.1,,21.0,,437
2008,Males,From 15 to 24 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.8,,1.3,,5.1,,73.0,,19.9,,438
2008,Males,From 15 to 24 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,3.9,Low reliability,2.2,Low reliability,13.2,Low reliability,46.9,Low reliability,33.7,Low reliability,439
2008,Males,From 15 to 24 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,7.5,Low reliability,,,22.7,Low reliability,27.7,Low reliability,42.0,Low reliability,440
2008,Males,From 15 to 24 years,Cyprus,All ISCED 1997 levels,,,2.8,,1.7,,10.2,,57.2,,28.1,,441
2008,Males,From 15 to 24 years,Czech Republic,"Pre-primary, primary and lower secondary education (levels 0-2)",,,5.6,,9.6,,14.3,,60.0,,10.6,,442
2008,Males,From 15 to 24 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,17.6,,17.1,,27.4,,33.4,,4.5,,443
2008,Males,From 15 to 24 years,Czech Republic,All ISCED 1997 levels,,,12.6,,14.6,,20.9,,43.9,,7.9,,444
2008,Males,From 15 to 24 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.3,,,,6.8,,70.9,,22.0,,445
2008,Males,From 15 to 24 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,7.1,,0.7,,19.5,,27.6,,45.1,,446
2008,Males,From 15 to 24 years,Greece,All ISCED 1997 levels,,,4.3,,0.4,,13.6,,46.9,,34.9,,447
2008,Males,From 15 to 24 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",,,4.1,,5.4,,10.9,,58.6,,21.1,,448
2008,Males,From 15 to 24 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,5.3,,6.2,,17.9,,42.4,,28.2,,449
2008,Males,From 15 to 24 years,Spain,First and second stage of tertiary education (levels 5 and 6),,,12.8,,4.4,,24.3,,37.2,,21.4,,450
2008,Males,From 15 to 24 years,Spain,All ISCED 1997 levels,,,5.4,,5.5,,14.3,,51.7,,23.2,,451
2008,Males,From 15 to 24 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",0.5,,5.5,,3.6,,10.6,,70.5,,9.4,,452
2008,Males,From 15 to 24 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,6.5,,5.8,,13.7,,54.7,,19.0,,453
2008,Males,From 15 to 24 years,Hungary,All ISCED 1997 levels,0.4,,6.6,,4.8,,12.7,,61.7,,13.9,,454
2008,Males,From 15 to 24 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,7.3,,2.3,,7.5,,75.5,,7.0,,455
2008,Males,From 15 to 24 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,12.1,,6.0,,13.0,,54.9,,13.4,,456
2008,Males,From 15 to 24 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,7.4,Low reliability,4.8,Low reliability,20.0,Low reliability,55.3,Low reliability,12.5,Low reliability,457
2008,Males,From 15 to 24 years,Latvia,All ISCED 1997 levels,0.4,,9.5,,4.1,,10.5,,65.4,,10.1,,458
2008,Males,From 15 to 24 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.4,,13.4,,16.6,,17.5,,38.3,,12.9,,459
2008,Males,From 15 to 24 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,9.5,Low reliability,33.3,Low reliability,16.7,Low reliability,26.2,Low reliability,14.3,Low reliability,460
2008,Males,From 15 to 24 years,Malta,All ISCED 1997 levels,1.1,,12.1,,18.7,,16.9,,38.5,,12.8,,461
2008,Males,From 15 to 24 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.5,,1.4,,6.8,,83.3,,7.1,,462
2008,Males,From 15 to 24 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.2,,4.3,,1.6,,14.5,,66.2,,13.3,,463
2008,Males,From 15 to 24 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,6.2,Low reliability,,,5.6,Low reliability,69.1,Low reliability,19.1,Low reliability,464
2008,Males,From 15 to 24 years,Romania,All ISCED 1997 levels,0.1,,2.9,,1.4,,10.4,,74.8,,10.4,,465
2008,Males,From 15 to 24 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",2.8,,6.0,,8.4,,10.2,,57.6,,15.0,,466
2008,Males,From 15 to 24 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,21.3,,8.8,,26.5,,41.0,,2.5,,467
2008,Males,From 15 to 24 years,Slovenia,All ISCED 1997 levels,1.7,,11.5,,8.5,,16.9,,51.1,,10.3,,468
2008,Males,From 15 to 24 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,4.8,,0.5,,14.8,,75.9,,4.0,,469
2008,Males,From 15 to 24 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,9.9,,4.2,,22.7,,53.7,,9.6,,470
2008,Males,From 15 to 24 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,7.1,Low reliability,3.9,Low reliability,15.5,Low reliability,64.9,Low reliability,8.7,Low reliability,471
2008,Males,From 15 to 24 years,Slovakia,All ISCED 1997 levels,,,7.6,,2.7,,18.9,,63.5,,7.3,,472
2008,Males,From 25 to 34 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",2.1,Low reliability,10.2,Low reliability,9.8,Low reliability,19.1,Low reliability,43.7,Low reliability,15.1,Low reliability,473
2008,Males,From 25 to 34 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.3,Low reliability,23.7,Low reliability,9.8,Low reliability,22.6,Low reliability,34.0,Low reliability,7.6,Low reliability,474
2008,Males,From 25 to 34 years,Belgium,First and second stage of tertiary education (levels 5 and 6),,,21.2,,15.5,,29.1,,20.8,,13.4,,475
2008,Males,From 25 to 34 years,Belgium,All ISCED 1997 levels,1.3,Low reliability,20.6,Low reliability,12.2,Low reliability,24.8,Low reliability,29.9,Low reliability,11.2,Low reliability,476
2008,Males,From 25 to 34 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,4.1,,1.4,,16.2,,50.9,,27.5,,477
2008,Males,From 25 to 34 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,4.7,,1.1,,21.0,,44.5,,28.7,,478
2008,Males,From 25 to 34 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,,,1.6,,10.5,,60.9,,27.0,,479
2008,Males,From 25 to 34 years,Bulgaria,All ISCED 1997 levels,,,3.7,,1.3,,17.9,,49.2,,28.1,,480
2008,Males,From 25 to 34 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",1.3,,5.0,,1.6,,13.8,,39.8,,38.6,,481
2008,Males,From 25 to 34 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,9.9,,1.6,,22.5,,32.6,,33.4,,482
2008,Males,From 25 to 34 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,5.6,,,,15.9,,25.8,,52.8,,483
2008,Males,From 25 to 34 years,Cyprus,All ISCED 1997 levels,0.2,,7.3,,1.0,,18.3,,31.4,,41.8,,484
2008,Males,From 25 to 34 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),5.1,,15.0,,10.2,,23.0,,32.9,,13.9,,485
2008,Males,From 25 to 34 years,Czech Republic,First and second stage of tertiary education (levels 5 and 6),5.5,Low reliability,,,22.3,Low reliability,36.1,Low reliability,16.9,Low reliability,19.1,Low reliability,486
2008,Males,From 25 to 34 years,Czech Republic,All ISCED 1997 levels,4.9,,12.0,,12.0,,25.9,,29.9,,15.3,,487
2008,Males,From 25 to 34 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,2.6,,1.7,,17.5,,35.2,,42.6,,488
2008,Males,From 25 to 34 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,3.9,,4.0,,21.2,,23.3,,47.7,,489
2008,Males,From 25 to 34 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,5.5,,1.2,,21.6,,29.6,,42.1,,490
2008,Males,From 25 to 34 years,Greece,All ISCED 1997 levels,0.1,,4.2,,2.7,,20.6,,27.5,,44.9,,491
2008,Males,From 25 to 34 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",,,2.8,,3.4,,12.9,,52.8,,28.1,,492
2008,Males,From 25 to 34 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,4.3,,4.3,,13.8,,47.8,,29.4,,493
2008,Males,From 25 to 34 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.2,,5.6,,3.0,,17.8,,40.2,,33.3,,494
2008,Males,From 25 to 34 years,Spain,All ISCED 1997 levels,0.2,,4.1,,3.5,,14.7,,47.3,,30.2,,495
2008,Males,From 25 to 34 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,6.6,,5.0,,9.2,,56.4,,22.8,,496
2008,Males,From 25 to 34 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,9.1,,3.9,,13.0,,57.6,,16.4,,497
2008,Males,From 25 to 34 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,10.1,,3.4,,13.9,,43.9,,28.7,,498
2008,Males,From 25 to 34 years,Hungary,All ISCED 1997 levels,,,9.0,,3.9,,12.8,,54.5,,19.8,,499
2008,Males,From 25 to 34 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",3.2,,18.3,,11.9,,10.9,,45.9,,9.8,,500
2008,Males,From 25 to 34 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.3,,20.7,,7.9,,19.1,,38.6,,12.4,,501
2008,Males,From 25 to 34 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,11.7,,6.2,,21.4,,44.4,,16.3,,502
2008,Males,From 25 to 34 years,Latvia,All ISCED 1997 levels,1.6,,18.2,,8.6,,17.4,,41.8,,12.5,,503
2008,Males,From 25 to 34 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7,,15.8,,14.5,,17.8,,40.1,,11.2,,504
2008,Males,From 25 to 34 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,10.1,,8.7,,34.8,,26.1,,20.3,,505
2008,Males,From 25 to 34 years,Malta,All ISCED 1997 levels,0.4,,14.0,,11.9,,22.0,,37.3,,14.4,,506
2008,Males,From 25 to 34 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",0.5,,9.8,,7.9,,23.8,,43.0,,15.0,,507
2008,Males,From 25 to 34 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,7.2,,4.1,,24.9,,48.0,,15.4,,508
2008,Males,From 25 to 34 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,4.6,,1.2,,19.5,,57.7,,16.9,,509
2008,Males,From 25 to 34 years,Romania,All ISCED 1997 levels,0.4,,7.1,,4.2,,23.6,,49.1,,15.7,,510
2008,Males,From 25 to 34 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",2.0,,16.1,,7.8,,27.7,,46.5,,,,511
2008,Males,From 25 to 34 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,15.4,,8.6,,23.1,,43.9,,9.0,,512
2008,Males,From 25 to 34 years,Slovenia,All ISCED 1997 levels,0.8,,15.9,,9.0,,24.7,,42.1,,7.6,,513
2008,Males,From 25 to 34 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,10.9,,2.8,,27.9,,45.7,,12.9,,514
2008,Males,From 25 to 34 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,15.0,,0.9,,20.7,,45.7,,17.8,,515
2008,Males,From 25 to 34 years,Slovakia,All ISCED 1997 levels,,,12.0,,2.2,,25.7,,45.9,,14.2,,516
2008,Males,From 35 to 44 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",1.9,Low reliability,14.3,Low reliability,9.8,Low reliability,17.3,Low reliability,42.9,Low reliability,13.9,Low reliability,517
2008,Males,From 35 to 44 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.8,,14.6,,13.7,,22.9,,34.3,,12.8,,518
2008,Males,From 35 to 44 years,Belgium,First and second stage of tertiary education (levels 5 and 6),0.9,,18.5,,6.8,,28.5,,21.8,,23.5,,519
2008,Males,From 35 to 44 years,Belgium,All ISCED 1997 levels,1.4,,16.1,,10.2,,24.1,,30.9,,17.3,,520
2008,Males,From 35 to 44 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,8.1,,4.6,,23.2,,39.9,,24.2,,521
2008,Males,From 35 to 44 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,8.9,,2.6,,21.8,,33.6,,32.7,,522
2008,Males,From 35 to 44 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,1.7,,,,16.9,,47.0,,34.4,,523
2008,Males,From 35 to 44 years,Bulgaria,All ISCED 1997 levels,0.3,,7.5,,2.5,,21.2,,37.0,,31.5,,524
2008,Males,From 35 to 44 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,2.4,,2.4,,12.8,,41.8,,40.6,,525
2008,Males,From 35 to 44 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,3.1,,1.8,,15.7,,39.1,,39.9,,526
2008,Males,From 35 to 44 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),1.0,,2.0,,0.7,,10.8,,37.8,,47.7,,527
2008,Males,From 35 to 44 years,Cyprus,All ISCED 1997 levels,0.6,,2.6,,1.6,,13.5,,39.2,,42.6,,528
2008,Males,From 35 to 44 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3.7,,20.9,,13.6,,27.7,,26.1,,8.0,,529
2008,Males,From 35 to 44 years,Czech Republic,All ISCED 1997 levels,3.0,,20.3,,11.8,,29.8,,25.0,,10.2,,530
2008,Males,From 35 to 44 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.9,,6.7,,1.3,,23.3,,27.9,,39.9,,531
2008,Males,From 35 to 44 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.6,,2.1,,23.3,,37.3,,35.7,,532
2008,Males,From 35 to 44 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,3.2,,,,21.1,,30.6,,45.1,,533
2008,Males,From 35 to 44 years,Greece,All ISCED 1997 levels,0.2,,3.5,,1.3,,22.6,,32.7,,39.7,,534
2008,Males,From 35 to 44 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.4,,2.5,,3.8,,13.3,,46.9,,33.2,,535
2008,Males,From 35 to 44 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.5,,3.8,,2.7,,8.7,,46.5,,37.9,,536
2008,Males,From 35 to 44 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.2,,2.5,,2.3,,11.8,,34.6,,48.6,,537
2008,Males,From 35 to 44 years,Spain,All ISCED 1997 levels,0.3,,2.9,,3.0,,11.6,,43.1,,39.1,,538
2008,Males,From 35 to 44 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,2.9,,9.1,,14.4,,43.0,,30.7,,539
2008,Males,From 35 to 44 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.2,,7.6,,5.3,,13.8,,46.6,,25.6,,540
2008,Males,From 35 to 44 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,5.2,,5.1,,19.3,,29.4,,41.1,,541
2008,Males,From 35 to 44 years,Hungary,All ISCED 1997 levels,0.8,,6.6,,5.7,,14.8,,43.1,,29.0,,542
2008,Males,From 35 to 44 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",4.9,,12.5,,11.0,,20.0,,43.6,,8.0,,543
2008,Males,From 35 to 44 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,16.3,,11.0,,17.5,,45.6,,9.2,,544
2008,Males,From 35 to 44 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,13.1,,5.0,,23.1,,41.7,,17.0,,545
2008,Males,From 35 to 44 years,Latvia,All ISCED 1997 levels,1.3,,15.0,,9.9,,19.0,,44.5,,10.4,,546
2008,Males,From 35 to 44 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,19.2,Low reliability,3.9,Low reliability,65.4,Low reliability,11.5,Low reliability,547
2008,Males,From 35 to 44 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,8.0,,12.7,,18.7,,42.7,,18.0,,548
2008,Males,From 35 to 44 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,11.6,Low reliability,2.3,Low reliability,23.3,Low reliability,32.6,Low reliability,30.2,Low reliability,549
2008,Males,From 35 to 44 years,Malta,All ISCED 1997 levels,,,7.8,,11.4,,17.8,,43.4,,19.6,,550
2008,Males,From 35 to 44 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",2.0,,13.3,,10.2,,31.8,,35.0,,7.7,,551
2008,Males,From 35 to 44 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,10.6,,5.4,,28.1,,38.9,,16.6,,552
2008,Males,From 35 to 44 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,10.3,,3.4,,20.7,,47.7,,18.0,,553
2008,Males,From 35 to 44 years,Romania,All ISCED 1997 levels,0.5,,10.9,,5.7,,27.7,,39.5,,15.7,,554
2008,Males,From 35 to 44 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",0.9,,14.7,,3.5,,31.0,,36.9,,12.9,,555
2008,Males,From 35 to 44 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,13.7,,2.4,,24.8,,45.5,,13.6,,556
2008,Males,From 35 to 44 years,Slovenia,All ISCED 1997 levels,0.5,,14.1,,2.7,,27.8,,40.5,,14.4,,557
2008,Males,From 35 to 44 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,14.4,,4.6,,31.9,,35.8,,12.8,,558
2008,Males,From 35 to 44 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,1.4,,1.5,,36.2,,43.1,,17.8,,559
2008,Males,From 35 to 44 years,Slovakia,All ISCED 1997 levels,0.7,,12.1,,4.0,,32.1,,37.4,,13.7,,560
2008,Males,From 45 to 54 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",3.7,Low reliability,12.7,Low reliability,18.6,Low reliability,15.6,Low reliability,35.9,Low reliability,13.6,Low reliability,561
2008,Males,From 45 to 54 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,11.1,,10.7,,31.3,,29.7,,17.2,,562
2008,Males,From 45 to 54 years,Belgium,First and second stage of tertiary education (levels 5 and 6),2.5,,22.6,,5.6,,31.3,,13.8,,24.2,,563
2008,Males,From 45 to 54 years,Belgium,All ISCED 1997 levels,2.1,,15.5,,11.6,,26.0,,26.4,,18.4,,564
2008,Males,From 45 to 54 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,5.9,,7.3,,27.6,,23.7,,35.6,,565
2008,Males,From 45 to 54 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.0,,3.6,,0.8,,27.0,,34.3,,33.3,,566
2008,Males,From 45 to 54 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),1.5,,1.5,,,,26.4,,34.7,,36.0,,567
2008,Males,From 45 to 54 years,Bulgaria,All ISCED 1997 levels,0.9,,3.7,,1.9,,27.0,,32.3,,34.2,,568
2008,Males,From 45 to 54 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.8,,4.9,,9.0,,38.0,,46.5,,569
2008,Males,From 45 to 54 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7,,3.6,,1.3,,9.8,,39.6,,45.1,,570
2008,Males,From 45 to 54 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,,,1.1,,13.1,,40.9,,44.9,,571
2008,Males,From 45 to 54 years,Cyprus,All ISCED 1997 levels,0.3,,2.1,,2.3,,10.4,,39.4,,45.4,,572
2008,Males,From 45 to 54 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),5.6,,10.3,,13.7,,31.7,,18.6,,20.2,,573
2008,Males,From 45 to 54 years,Czech Republic,All ISCED 1997 levels,4.5,,9.8,,13.9,,30.4,,18.3,,23.2,,574
